诗人,作品,问题,答案
岑参,碛中作,这首诗的语言风格有什么突出特点？,全诗语言自然遒劲、凝练传神，没有华丽辞藻的堆砌，却以极简练的笔墨勾勒出鲜明的边塞画面。叙事简洁明了，写景雄浑壮阔，抒情含蓄深沉，将 “走马西行”“见月两圆”“平沙无人” 等细节串联起来，情景契合，浑然一体，既展现了边塞诗的雄浑风骨，又体现了岑参诗歌 “奇而壮” 的独特韵味。
岑参,碛中作,“平沙万里绝人烟” 一句是如何营造意境的？,这句诗以白描手法，从空间维度勾勒出沙漠的辽阔与荒凉：“平沙万里” 极写地域之广阔，凸显出边塞的苍茫气象；“绝人烟” 则点明沙漠的荒无人迹，渲染出孤寂、凄清的氛围。两者结合，既营造出雄浑壮阔又略带悲凉的意境，让读者直观感受到西域沙漠的独特风貌，也为诗人的思亲之情、从军豪情提供了贴切的背景，意境与情感高度契合。
岑参,碛中作,这首诗在结构安排上有什么特点？,全诗结构紧凑、层层递进，脉络清晰：前两句侧重叙事写景，交代西行的路途（走马西来）、意境（欲到天）与时长（见月两回圆），为后文铺垫；后两句侧重抒情与写实，转向当下的行军困境（不知何处宿）与边塞实景（平沙绝人烟），将情感推向深处。从 “西行之远” 到 “离家之久”，再到 “当下之惑”，逻辑连贯，情感从豪迈到含蓄，最终以景结情，余味悠长。
李白,塞下曲六首,《塞下曲六首》其一，以内地与边塞季节反差，凸显天山五月苦寒、无春景可赏的句子是：__________,五月天山雪，无花只有寒
李白,塞下曲六首,《塞下曲六首》其一，借《折柳曲》触发乡愁，写边塞不见春色的句子是：__________,笛中闻折柳，春色未曾看
李白,塞下曲六首,《塞下曲六首》其一，描写将士日夜备战、军旅生活紧张的句子是：__________,晓战随金鼓，宵眠抱玉鞍
李白,塞下曲六首,《塞下曲六首》其一，直抒胸臆，表达杀敌报国壮志的千古名句是：__________,愿将腰下剑，直为斩楼兰
李白,塞下曲六首,《塞下曲六首》其二，写唐军北上御敌、将士感恩效命的句子是：__________,天兵下北荒，胡马欲南饮。横戈从百战，直为衔恩甚
李白,塞下曲六首,《塞下曲六首》其二，以 “握雪而餐、拂沙而寝” 的细节，极写戍边生活艰苦的句子是：__________,握雪海上餐，拂沙陇头寝
李白,塞下曲六首,《塞下曲六首》其二，表达平定边患、高枕安睡愿望的句子是：__________,何当破月氏，然后方高枕
李白,塞下曲六首,《塞下曲六首》其三，写将士策马出京、奔赴边塞的豪迈场景的句子是：__________,骏马似风飙，鸣鞭出渭桥
李白,塞下曲六首,《塞下曲六首》其三，描写将士弯弓杀敌、大破敌军的句子是：__________,弯弓辞汉月，插羽破天骄
李白,塞下曲六首,《塞下曲六首》其三，写战事结束、军营空寂，暗赞战功的句子是：__________,阵解星芒尽，营空海雾消
李白,塞下曲六首,《塞下曲六首》其三，以霍去病典故，表达建功立业理想的句子是：__________,功成画麟阁，独有霍嫖姚
李白,塞下曲六首,《塞下曲六首》其四，从思妇视角，写秋夜思念边城将士的句子是：__________,白马黄金塞，云砂绕梦思。那堪愁苦节，远忆边城儿
李白,塞下曲六首,《塞下曲六首》其四，以秋夜凄清之景烘托思妇愁苦的句子是：__________,萤飞秋窗满，月度霜闺迟。摧残梧桐叶，萧飒沙棠枝
李白,塞下曲六首,《塞下曲六首》其四，写思妇孤独落泪、无人知晓的句子是：__________,无时独不见，流泪空自知
李白,塞下曲六首,《塞下曲六首》其五，写敌军趁秋入侵、唐军奉命出征的句子是：__________,塞虏乘秋下，天兵出汉家
李白,塞下曲六首,《塞下曲六首》其五，描写将士驻守边关、严阵以待的句子是：__________,将军分虎竹，战士卧龙沙
李白,塞下曲六首,《塞下曲六首》其五，以边月、胡霜烘托战场肃杀氛围的句子是：__________,边月随弓影，胡霜拂剑花
李白,塞下曲六首,《塞下曲六首》其五，安慰闺中少妇、盼将士早日归来的句子是：__________,玉关殊未入，少妇莫长嗟
李白,塞下曲六首,《塞下曲六首》其六，写烽火连天、警报传至京城的句子是：__________,烽火动沙漠，连照甘泉云
李白,塞下曲六首,《塞下曲六首》其六，写汉皇震怒、召见名将御敌的句子是：__________,汉皇按剑起，还召李将军
李白,塞下曲六首,《塞下曲六首》其六，渲染两军对峙、士气高昂的句子是：__________,兵气天上合，鼓声陇底闻
李白,塞下曲六首,《塞下曲六首》其六，写将士凭勇横行、一战平定边患的句子是：__________,横行负勇气，一战净妖氛
李白,塞下曲六首,《塞下曲六首》的作者和所属朝代是什么？作者在诗坛有哪些公认的称号与地位？,作者是唐代伟大的浪漫主义诗人李白，字太白，号青莲居士，被后人誉为 “诗仙”，与杜甫并称为 “李杜”（为区别 “小李杜”，又称 “大李杜”），是盛唐诗人的代表，其诗风豪放飘逸、雄浑壮阔。
李白,塞下曲六首,这组诗的创作背景是什么？,这组诗作于唐玄宗天宝二年（743 年）。此前一年李白初入长安，供奉翰林，胸中正怀有建功立业的政治抱负，他借用唐代流行的乐府题目，结合时事与心声创作了这组边塞诗，反映盛唐精神风貌与平定边患的愿望。
李白,塞下曲六首,这组诗的核心主旨是什么？,这组诗以乐观高亢的基调和雄浑壮美的意境，反映了盛唐的精神风貌。诗中既描绘了守边将士沙场征战的艰苦生活、奋勇杀敌的英勇场景，歌颂了他们忠心报国、建功立业的壮志豪情；也抒写了闺中思妇对边城将士的深切思念，内容丰富，意境浑成，格调昂扬，核心主题是要求平定边患、保卫家国。
李白,塞下曲六首,这组诗在内容上有什么内在联系？,组诗六首各有侧重却一脉相承：其一至其三、其五至其六聚焦将士视角，从边塞环境、军旅生活、出征作战、建功理想等维度，展现将士报国壮志；其四切换至思妇视角，以闺中愁苦反衬将士戍边的艰辛与家国大义，形成 “将士征战 — 思妇盼归” 的双向情感呼应，全方位展现了边塞战争对不同群体的影响，共同围绕 “平定边患、保卫家国” 的核心主题展开。
李白,塞下曲六首,这组诗体现了李白诗歌的哪些艺术特点？,这组诗集中体现了李白诗歌的核心艺术特点：一是浪漫主义风格，以夸张、用典等手法，塑造豪迈的将士形象，营造雄浑壮美的意境；二是情感饱满强烈，无论是将士的报国豪情，还是思妇的思念之苦，都直抒胸臆，感染力极强；三是意境雄浑壮阔，描绘天山雪景、沙漠战场、秋夜霜闺等场景，画面感十足，兼具苍凉与豪迈；四是语言豪放自然，没有华丽辞藻堆砌，却笔力雄健，气势昂扬，尽显 “诗仙” 风骨。
李白,塞下曲六首,组诗中多次运用典故（如 “斩楼兰”“霍嫖姚”“李将军”），有什么表达效果？,典故的运用让诗歌更具历史厚重感与文化内涵：“斩楼兰” 借用傅介子斩楼兰王的典故，表达将士杀敌报国的决心；“霍嫖姚”（霍去病）凸显建功立业的理想，赞美名将的英勇；“李将军”（李广）象征能征善战的名将，寄托平定边患的期盼。典故的融入既简洁凝练地表达了核心情感与主题，又增强了诗歌的艺术感染力，契合盛唐边塞诗的雄浑风格。
李白,塞下曲六首,这组诗中 “思妇视角” 的第四首，在全组诗中有什么作用？,第四首以思妇视角切入，是全组诗的情感补充与转折：一是丰富了诗歌内容，从单一的将士征战视角，拓展到 “将士 — 思妇” 的双向情感维度，让边塞战争的影响更具立体感；二是以思妇的愁苦与孤独，反衬将士戍边的艰辛与牺牲，深化了 “保家卫国” 的主题；三是调剂了全组诗豪迈激昂的基调，增添了细腻深沉的柔情，使情感表达更趋多元、饱满，避免了单一化的豪情抒发。
李白,塞下曲六首,这组诗的语言风格有什么突出特点？,全诗语言豪放自然、雄健有力，兼具雄浑与细腻。描写将士征战时，笔力刚劲，气势昂扬，如 “骏马似风飙”“横行负勇气”；抒写思妇思念时，语言清丽，情感深沉，如 “萤飞秋窗满”“流泪空自知”。整体没有华丽辞藻的堆砌，却以极简练的笔墨勾勒场景、抒发情感，既符合李白豪放飘逸的诗风，又契合边塞诗雄浑壮阔的特质，刚柔并济，意蕴深长。
柳中庸,征怨,《征人怨》中，以时间叠词与边塞地名、器物并举，写征人年复一年、日复一日奔波征战，生活单调无尽的句子是：__________,岁岁金河复玉关，朝朝马策与刀环
柳中庸,征怨,诗中以 “岁岁”“朝朝” 强化时间跨度，凸显征人戍边生涯漫长枯燥的句子是：__________,岁岁金河复玉关，朝朝马策与刀环
柳中庸,征怨,诗中写征人往来于金河与玉关之间，终日与马鞭战刀为伴，暗抒怨情的句子是：__________,岁岁金河复玉关，朝朝马策与刀环
柳中庸,征怨,诗中以暮春雪景勾勒边塞荒凉寒苦，暗隐征人生还无望的句子是：__________,三春白雪归青冢
柳中庸,征怨,诗中以壮阔而苍凉的山川景象，衬托征人转战跋涉之苦的句子是：__________,万里黄河绕黑山
柳中庸,征怨,诗中后两句描绘边塞特有景物，以景寓情，强化征人怨情的核心句子是：__________,三春白雪归青冢，万里黄河绕黑山
柳中庸,征怨,诗中不着一个 “怨” 字，却通过地名、器物勾勒征人日常，暗蕴怨情的千古名句是：__________,岁岁金河复玉关，朝朝马策与刀环
柳中庸,征怨,诗中以 “青冢”“黑山” 等极僻远荒凉的意象，凸显边塞环境恶劣的句子是：__________,三春白雪归青冢，万里黄河绕黑山
柳中庸,征怨,《征人怨》的作者和所属朝代是什么？作者在诗坛有哪些相关经历？,作者是唐代边塞诗人柳中庸（名淡，字中庸），河东（今山西永济）人，为柳宗元族人。大历年间进士，曾官鸿府户曹但未就职，萧颖士以女妻之，与弟中行并有文名，且与卢纶、李端为诗友。其《全唐诗》存诗仅 13 首，《征人怨》是其流传最广的作品，诗作多写边塞征怨，意气消沉，无复盛唐气象。
柳中庸,征怨,这首诗的创作背景是什么？,此诗作于唐代宗大历年间（公元 766—779 年），当时吐蕃、回鹘多次侵扰唐朝西北边境，边境不甚安定，守边战士长期戍边不得归家。诗中提及的金河、青冢、黑山均在今内蒙古自治区境内，唐时属单于都护府，据此可推断，这首诗是为表现隶属于该都护府的征人的怨情而作。
柳中庸,征怨,诗中的 “金河”“玉关”“青冢”“黑山” 分别指什么地方？,- “金河” 即黑河，位于今内蒙古呼和浩特市城南； - “玉关” 即甘肃玉门关，是古代西北重要边塞关口； - “青冢” 是西汉王昭君的坟墓，在今内蒙古呼和浩特之南，因传说塞外草白惟此墓草色发青而得名，当时被视为极僻远荒凉之地； - “黑山” 一名杀虎山，位于今内蒙古境内，是边塞重要地理标识。
柳中庸,征怨,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首五言绝句；从题材来看，这是一首经典的边塞诗，也是一首抒写征人怨情的抒情诗，是中唐边塞诗的代表作品之一。
柳中庸,征怨,这首诗的核心主旨是什么？,这首诗通过客观记录征人年复一年、日复一日的戍边生涯，描绘边塞荒凉寒苦的自然景象，抒写了征人长期守边不得归家的深切怨情，同时也暗含着诗人对统治者穷兵黩武、致使将士深陷苦难的谴责之意。
柳中庸,征怨,这首诗最突出的艺术特点是什么？有什么表达效果？,这首诗最突出的艺术特点是 **“不着一字，尽得风流”**，即通篇不直接写 “怨” 字，却处处弥漫着怨情。诗人从时间和空间两方面落笔，以 “岁岁”“朝朝” 凸显戍边时间漫长枯燥，以 “金河”“玉关”“青冢”“黑山” 等意象展现戍边环境的荒凉僻远，让征人的怨情通过生活场景与自然景象自然流露，含蓄蕴藉，回肠荡气，极具艺术感染力。
柳中庸,征怨,“岁岁金河复玉关，朝朝马策与刀环” 两句运用了哪些表现手法？有什么妙处？,这两句运用了叠词、对仗、借代的表现手法：“岁岁”“朝朝” 叠词相对，既强化了时间的无限延续感，凸显征人戍边生涯的漫长与枯燥，又使语言节奏鲜明，回肠荡气；“金河” 对 “玉关”、“马策” 对 “刀环”，对仗精工，将边塞地名与征战器物并举，高度概括了征人的日常；“马策”“刀环” 借代征战生活，简洁凝练地勾勒出征人终日奔波作战的场景，不着 “怨” 字而怨情自生。
柳中庸,征怨,“三春白雪归青冢，万里黄河绕黑山” 两句在全诗中有什么作用？,这两句是景物描写，在全诗中的作用有三：一是拓展空间维度，从 “岁岁朝朝” 的时间描写转向边塞空间景象，展现征人戍边之地的荒凉寒苦，与前两句的生活场景相互印证；二是以景寓情，暮春白雪覆盖青冢的肃杀之景，与黄河绕黑山的壮阔之景，既凸显了边塞环境的恶劣，也暗合了征人转战跋涉的辛苦与内心的孤寂怨苦；三是收束全诗，以阔大而苍凉的意境收尾，让怨情更显深沉悠远，余味悠长。
柳中庸,征怨,这首诗与盛唐边塞诗相比，在情感基调和风格上有什么不同？,盛唐边塞诗多洋溢着昂扬向上的时代精神，歌颂将士建功立业的豪情，风格雄浑豪迈、积极乐观，充满自信；而这首中唐的《征人怨》，情感基调消沉哀怨，聚焦于征人戍边的苦难与怨情，没有盛唐的豪情壮志，多了对战争苦难的哀叹与对归家的渴望，风格含蓄沉郁、苍凉悲壮，反映了中唐国力衰退、边境不宁的时代背景。
柳中庸,征怨,诗中的 “三春” 和 “归” 字分别有什么表达效果？,“三春” 指暮春时节，本是中原繁花似锦、生机盎然的季节，而边塞却仍有白雪纷飞，以中原与边塞的季节反差，凸显边塞气候的极端寒冷与环境的荒凉，强化了征人的孤寂之感；“归” 字此处可理解为 “覆盖”，写白雪纷纷扬扬落在青冢之上，既勾勒出凄清肃杀的画面，又暗隐征人生还无望的悲苦，让怨情更显深沉。
柳中庸,征怨,这首诗的语言风格有什么突出特点？,全诗语言精美凝练、对仗工整，笔法巧妙含蓄。没有华丽辞藻的堆砌，却以极简练的笔墨高度概括征人的生活与边塞的景象；对仗精工自然，“岁岁” 对 “朝朝”、“金河” 对 “玉关”、“三春” 对 “万里”、“白雪” 对 “黄河”，句式整齐，节奏鲜明；情感表达含蓄蕴藉，不着 “怨” 字而怨情四溢，达到了 “尽得风流” 的艺术效果。
柳中庸,征怨,为什么说这首诗 “统一于‘征人’的形象，都围绕着一个‘怨’字铺开”？,全诗四句看似各自独立，实则紧密围绕 “征人” 与 “怨” 字展开：前两句从时间维度，写征人年复一年奔波于金河与玉关之间，日复一日与马策刀环为伴，单调无尽的生活暗藏怨情；后两句从空间维度，写征人所见的边塞之景 —— 暮春白雪覆盖青冢，万里黄河环绕黑山，荒凉寒苦的环境进一步深化了怨情。无论是生活场景还是自然景象，都聚焦于征人的经历与感受，虽无 “怨” 字，却处处体现征人的怨苦，实现了景与情的高度统一。
王维,陇西行,《陇西行》中，以夸张手法极写军使飞驰速度，渲染军情十万火急紧张氛围的开篇名句是：__________,十里一走马，五里一扬鞭
王维,陇西行,诗中点明军使身份与告急事由，直陈匈奴围困酒泉、边关危局的句子是：__________,都护军书至，匈奴围酒泉
王维,陇西行,诗中以景结情，勾勒关山漫天飞雪、烽火断绝的苍茫画面，深化紧急氛围的句子是：__________,关山正飞雪，烽戍断无烟
王维,陇西行,诗中通过连续紧凑的动作描写，展现军使马不停蹄、疾驰送书的句子是：__________,十里一走马，五里一扬鞭
王维,陇西行,诗中以 “围” 字凸显敌军来势汹汹，强化边关危急形势的句子是：__________,匈奴围酒泉
王维,陇西行,诗中解释军使必须飞马传书的关键原因，暗示沟通阻隔的句子是：__________,关山正飞雪，烽戍断无烟
王维,陇西行,诗中完整展现 “军使疾驰 — 军情告知 — 环境渲染” 核心情节，凸显边塞告急的全诗核心句是：__________,十里一走马，五里一扬鞭。都护军书至，匈奴围酒泉。关山正飞雪，烽戍断无烟
王维,陇西行,《陇西行》的作者和所属朝代是什么？作者在诗坛有哪些公认的称号与评价？,作者是唐代诗人王维，字摩诘，号摩诘居士，有 “诗佛” 之称，世称 “王右丞”；苏轼评价其 “味摩诘之诗，诗中有画；观摩诘之画，画中有诗”，他是盛唐诗人的代表，与孟浩然合称 “王孟”。
王维,陇西行,这首诗的创作背景是什么？,此诗作于公元 737 年（开元二十五年）前后，当时王维以监察御史身份奉使出塞，出参河西节度使崔希逸幕府，目睹边塞军情动态，有感于匈奴入侵、边防告急的局势，借乐府旧题创作了这首诗。
王维,陇西行,诗题中的 “陇西行” 是什么类型的诗歌体例？“陇西” 具体指哪里？,“陇西行” 是乐府古题，又名 “步出夏门行”，属《相和歌》类，多用来描写边塞征战、军情动态等题材；“陇西” 指陇山之西（今甘肃省陇西县以东地区），是古代边塞的重要区域。
王维,陇西行,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首五言古体诗；从题材来看，这是一首边塞诗，也是一首聚焦军情告急的纪实性诗作。
王维,陇西行,这首诗的核心主旨是什么？,这首诗通过截取军使飞马送急书的片断，描画了匈奴入侵、边防告急的情景，侧面渲染了边关的紧急状况与紧张气氛，既展现了边塞战事的严峻，也暗含着对戍边将士独御外敌的关切，凸显了诗篇 “意余象外” 的深邃与凝重。
王维,陇西行,“十里一走马，五里一扬鞭” 两句运用了什么修辞手法？有什么表达效果？,这两句运用了夸张与反复的修辞手法。“十里”“五里” 并非实指里程，而是极言其短，通过 “一走马”“一扬鞭” 的连续动作叠加，夸张地表现军使飞驰的速度之快；反复的动作描写既营造出马不停蹄、鞭影如风的疾驰画面，又让节奏短促紧凑，瞬间将读者带入军情似火、刻不容缓的紧张氛围中，给人鲜明而飞动的形象感受。
王维,陇西行,“都护军书至，匈奴围酒泉” 两句在全诗中有什么作用？,这两句是全诗的核心叙事句，作用有二：一是点明核心信息，明确军使疾驰的原因 —— 都护府加急军书送达，匈奴大军已围困西域重镇酒泉，以 “至” 字交代军书送达的结果，以 “围” 字凸显形势的严重，形成强烈的压迫感；二是承上启下，既解释了前文军使 “走马扬鞭” 的紧迫性，又为后文 “烽火断无烟” 的环境描写做铺垫，让全诗逻辑连贯，情节集中。
王维,陇西行,“关山正飞雪，烽戍断无烟” 两句被称为 “全诗神韵所在”，其精妙之处体现在哪里？,这两句的精妙核心在于以景结情、意蕴丰富：一是笔锋从动态叙事转向静态景物描写，漫天飞雪封锁关山的苍茫画面，与前文军使疾驰的紧张节奏形成张弛对比，张力十足；二是暗合军情背景，大雪导致烽火台无法燃烟报警，既解释了为何需要人力冒死飞马传书，也暗示了边塞与后方沟通阻隔的孤绝处境，凸显戍边将士独御外敌的艰难；三是意境深远，以无声的雪景收束全诗，将紧张、危急都融入无边寂静的白色世界，产生 “此时无声胜有声” 的艺术效果，留下无限想象空间，尽显 “意余象外” 的深邃。
王维,陇西行,这首诗在选材与构思上有什么突出特点？,这首诗的选材与构思极具特色：一是选材独特，不正面描写战争的全过程，而是截取 “军使飞马告急” 这一片断、一个侧面来写，前前后后的战事情况全靠读者想象补充，篇幅集中而内蕴丰富；二是构思精巧，遵循 “疾驰 — 事由 — 场景” 的叙事逻辑，前四句如疾风骤雨，后两句转入苍茫沉寂，一张一弛之间，既交代了核心军情，又渲染了紧张氛围，不落俗套且极具感染力。
王维,陇西行,这首诗体现了王维 “诗中有画” 的艺术特点吗？请简要分析。,体现了。尽管全诗篇幅短小，但每一句都勾勒出极具视觉冲击力的画面：“十里一走马，五里一扬鞭” 是动态的 “军使疾驰图”，鞭影如风、马蹄声急，充满动感；“关山正飞雪，烽戍断无烟” 是静态的 “风雪关山图”，漫天飞雪、关山苍茫，意境雄浑。动态的 “点”（军使）与静态的 “面”（风雪）相结合，构成了一幅富有层次感的边塞速写，完美契合王维 “诗中有画” 的创作特质。
王维,陇西行,这首诗的语言风格有什么突出特点？,全诗语言利落精炼、节奏短促，没有华丽辞藻的堆砌，却以极简的笔墨传递丰富信息。前四句如战报般直陈核心，“走马”“扬鞭”“军书至”“围酒泉” 等表述简洁有力；后两句写景凝练传神，“正飞雪”“断无烟” 寥寥数字便勾勒出苍茫意境。整体语言刚健明快，与边塞军情告急的主题完美契合，尽显盛唐边塞诗的雄浑风骨。
王维,陇西行,诗中的 “都护”“酒泉”“烽戍” 分别指什么？,“都护” 指都护府的长官，是唐代边疆地区的军事长官，负责统领军队、镇守边疆；“酒泉” 是西域重镇（今甘肃酒泉市），是唐代西北边塞的重要军事要地；“烽戍” 指烽火台，是古代边塞用于传递军情的报警设施，遇敌来犯则燃烟示警。
王维,陇西行,这首诗与王维其他边塞诗（如《少年行四首》）相比，有什么不同？,王维的《少年行四首》多歌颂少年游侠的豪侠意气与报国壮志，风格雄浑豪迈、昂扬向上，充满浪漫主义色彩；而这首《陇西行》聚焦于边塞军情告急的纪实场景，通过截取军使送书的片断侧面渲染紧张气氛，风格沉郁凝重、简洁利落，更侧重写实性与紧迫感，没有浪漫主义的豪情，多了对边塞战事的现实关切，展现了王维边塞诗题材与风格的多元性。
王维,陇头吟,《陇头吟》中，开篇塑造长安少年渴望建功立业、壮志豪情的形象，写其夜登戍楼观察星象的句子是：__________,长安少年游侠客，夜上戍楼看太白
王维,陇头吟,诗中以凄清月夜、边塞笛声勾勒荒凉意境，连接少年壮志与老将悲愁的句子是：__________,陇头明月迥临关，陇上行人夜吹笛
王维,陇头吟,诗中笔锋一转，写关西老将闻笛落泪，尽显悲怆郁愤的句子是：__________,关西老将不胜愁，驻马听之双泪流
王维,陇头吟,诗中以强烈对比，写老将身经百战却未得厚赏，部下偏裨反而封侯的句子是：__________,身经大小百余战，麾下偏裨万户侯
王维,陇头吟,诗中运用苏武典故，深化主题，暗示老将遭遇并非个例的千古名句是：__________,苏武才为典属国，节旄落尽海西头
王维,陇头吟,诗中写陇山明月高悬边关，渲染边塞凄清氛围的句子是：__________,陇头明月迥临关
王维,陇头吟,诗中以 “看太白” 的细节，凸显长安少年急于建立边功的迫切心情的句子是：__________,夜上戍楼看太白
王维,陇头吟,诗中通过老将 “驻马听笛” 的动作，含蓄流露内心无限辛酸的句子是：__________,驻马听之双泪流
王维,陇头吟,《陇头吟》的作者和所属朝代是什么？作者在诗坛有哪些公认的称号与评价？,作者是唐代诗人王维，字摩诘，号摩诘居士，有 “诗佛” 之称，世称 “王右丞”；苏轼评价其 “味摩诘之诗，诗中有画；观摩诘之画，画中有诗”，他是盛唐诗人的代表，与孟浩然合称 “王孟”，诗书画乐皆精，对后世影响深远。
王维,陇头吟,这首诗的创作背景是什么？,此诗作于唐玄宗开元二十五年（737 年），当时河西节度使副大使崔希逸战胜吐蕃，唐玄宗命王维以监察御史的身份到边疆查访军情。长期生活在繁华都市的王维，亲身见到了奇异的边疆风光，感受到了艰苦的军中生活与将士的复杂境遇，诗情勃发，创作了这首边塞诗。
王维,陇头吟,诗题中的 “陇头吟” 是什么类型的诗歌体例？“陇头” 具体指哪里？,“陇头吟” 是乐府旧题，属《鼓角横吹曲》类，多用来描写边塞征战、征人愁绪等题材；“陇头” 指陇山（今陕西、甘肃两省交界处）的山头，是古代边塞的重要地理标识，也是中原与西域的交通要道。
王维,陇头吟,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首乐府古体诗；从题材来看，这是一首边塞诗，也是一首聚焦将士境遇、饱含社会批判的抒情诗。
王维,陇头吟,这首诗的核心主旨是什么？,这首诗通过塑造 “长安少年”“陇上行人”“关西老将” 三类人物形象，将少年的壮志豪情、行人的现实愁绪与老将的悲怆境遇形成鲜明对照，既反映了唐代边塞生活的艰苦，又深刻揭露了朝廷赏罚不公的社会现实，抒发了老将功高不赏的悲愤之情，赋予诗歌广泛的社会意义。
王维,陇头吟,“长安少年游侠客，夜上戍楼看太白” 两句中，“太白” 指什么？这一细节有什么表达效果？,“太白” 指太白星（金星），在古代星象学中，太白星主兵戈战事，被视为军事吉凶的象征。这一细节精准刻画了长安少年渴望建立边功、跃跃欲试的壮志豪情 —— 他深夜登楼观察星象，正是盼着有征战之机以实现抱负，起句气势昂扬，为后文的情感转折做了铺垫。
王维,陇头吟,诗中 “陇头明月迥临关，陇上行人夜吹笛” 两句在全诗中有什么作用？,这两句是全诗的过渡与意境铺垫，作用有三：一是勾勒出凄清荒凉的边塞夜景，明月高悬、笛声呜咽，营造出寂寞悲凉的氛围；二是连接前文与后文，以 “陇上行人” 的现实愁绪，承接长安少年的虚幻壮志，引出后文关西老将的悲怆境遇，让三类人物自然串联；三是情景交融，将行人的思乡之愁、戍边之苦融入月色与笛声中，为全诗悲怆的基调埋下伏笔。
王维,陇头吟,“身经大小百余战，麾下偏裨万户侯” 两句运用了什么表现手法？有什么表达效果？,这两句运用了强烈的对比手法，将老将 “身经百战” 的赫赫战功，与 “麾下偏裨” 都能封侯的境遇相对比，而老将自身却沉沦边塞、未得厚赏。这种对比极具冲击力，既凸显了朝廷赏罚不公的现实，又深刻揭示了老将悲愁的根源，让悲愤之情的表达更具力度，深化了诗歌的批判意味。
王维,陇头吟,诗的结尾 “苏武才为典属国，节旄落尽海西头” 运用了什么典故？有什么深层含义？,这两句运用了苏武出使匈奴的典故：苏武持节牧羊十九年，坚守气节，符节上的旄毛都脱落殆尽，归汉后却仅被封为典属国（掌管少数民族事务的中下级官职）。深层含义是将关西老将与苏武类比，暗示老将功高不赏的遭遇并非偶然，而是朝廷不公的普遍现象 —— 连苏武这样的忠臣都仅得小官，何况边塞老将？既安慰了老将，又强化了对朝廷赏罚不明的批判，赋予诗歌更广泛的社会意义。
王维,陇头吟,这首诗在人物塑造与结构安排上有什么突出特点？,人物塑造上，采用 “群像对照” 的方式，集中塑造 “长安少年”“陇上行人”“关西老将” 三类人物，分别代表 “壮志憧憬”“现实艰辛”“悲剧结局”，形成人生境遇的完整对照，暗示少年的今日可能是老将的昨日，极具发人深省的力量；结构安排上，两句一转，跳跃式推进，从少年壮志到行人愁绪，再到老将悲怆，最后用典故升华主题，节奏顿挫有力，过渡自然，被誉为 “短篇之极则”。
王维,陇头吟,这首诗的语言风格与情感基调有什么突出特点？,语言风格上，雄浑悲壮与凄清委婉兼具，既有关塞诗的刚健气势，又有王维诗歌 “诗中有画” 的细腻，句式整齐却不呆板，音节铿锵，被评为 “古今绝唱”；情感基调上，以悲怆郁愤为主，从少年的昂扬到老将的泪流，情感层层沉郁，既饱含对老将的同情，又暗含对社会现实的批判，意境寂寞悲凉，耐人寻味。
王维,陇头吟,这首诗与王维其他边塞诗（如《陇西行》）相比，有什么不同？,王维的《陇西行》聚焦军情告急的紧张场景，通过军使飞马传书的片断，侧面渲染边塞战事的严峻，风格简洁利落、侧重写实；而《陇头吟》则以人物为核心，通过三类人物的境遇对照，深入探讨功过赏罚的社会问题，风格悲怆郁愤、侧重抒情与批判。前者侧重 “战事之急”，后者侧重 “人心之悲”，展现了王维边塞诗题材与主题的多元性。
王翰,凉州词二首·其二,《凉州词二首?其二》中，以关内与塞外的季节、气候反差，凸显边塞苦寒环境的句子是：__________,秦中花鸟已应阑，塞外风沙犹自寒
王翰,凉州词二首·其二,诗中点明关内暮春景象，花儿凋零、鸟儿筑巢的句子是：__________,秦中花鸟已应阑
王翰,凉州词二首·其二,诗中描写塞外大风凛冽、尘沙满天、冷酷严寒的句子是：__________,塞外风沙犹自寒
王翰,凉州词二首·其二,诗中以听觉触发乡愁，写夜晚听闻悲凉胡笳曲《折杨柳》的句子是：__________,夜听胡笳折杨柳
王翰,凉州词二首·其二,诗中直抒胸臆，写将士思乡之情愈发浓厚，思念故乡长安的千古名句是：__________,教人意气忆长安
王翰,凉州词二首·其二,诗中前两句写景抒情，为后文思乡之情做铺垫的核心句子是：__________,秦中花鸟已应阑，塞外风沙犹自寒
王翰,凉州词二首·其二,诗中后两句以声传情，渲染思乡氛围的核心句子是：__________,夜听胡笳折杨柳，教人意气忆长安
王翰,凉州词二首·其二,《凉州词二首?其二》的作者和所属朝代是什么？作者在诗坛有什么相关地位？,作者是唐代边塞诗人王翰，字子羽，并州晋阳（今山西太原市）人，与王昌龄同时期，才华横溢，其诗以慷慨悲壮著称，虽流传至今仅 14 首（载于《全唐诗》），但佳作广为流传。
王翰,凉州词二首·其二,这首诗的创作背景是什么？,这首诗具体创作时间不详，是盛唐时期的乐府歌词。“凉州词” 是当时流行的《凉州曲》唱词，属《近代曲辞》；从标题（凉州为西北边地）与内容（胡笳为西北流行乐器）来看，均与西北边塞风情紧密相关，诗人借边塞题材抒写将士心境。
